Corporate Cluster ID,Resolved Group,Representative Employer,Legal/Discovery Records Covered,Corporate Website,Careers Landing URL,Jobs Search URL,Portal Scope,ATS Family,ATS Confidence,Resolution Status,Verification Evidence URL,Verified Date,Parent Override,Shared Portal Group,Notes
CG-E6071C9478,Rabobank Australia,Rabobank Australia,1,https://www.rabobank.com.au,https://www.rabobank.com.au/about-rabobank/careers,https://rabobank.jobs/en/jobs/,Australia banking portal,Global branded jobs portal,High,VERIFIED,https://rabobank.jobs/en/jobs/,2026-08-30,,Rabobank Australia,
CG-1CF1A8F592,Suncorp Bank,Suncorp Bank,1,https://www.suncorpbank.com.au,https://www.suncorpbank.com.au/about-us/careers.html,https://careers.anz.com/,Parent-consolidated Australia banking roles,ANZ Careers,Verified,VERIFIED,https://careers.anz.com/,2026-08-30,ANZ Group,ANZ Group,Suncorp Bank is part of ANZ; the Suncorp careers page directs candidates to ANZ Careers.
CG-8B0C3D32EC,AAI,AAI,1,https://www.suncorpgroup.com.au,https://www.suncorpgroup.com.au/careers,https://www.suncorpgroup.com.au/careers,Parent-consolidated Australia insurance roles,Custom / backend unverified,High,VERIFIED,https://www.suncorpgroup.com.au/careers,2026-08-30,Suncorp Group,Suncorp Group,AAI Limited is an insurance operating entity within Suncorp Group; use group careers.
CG-567956CCA7,AIG Australia,AIG Australia,1,https://www.aig.com.au,https://www.aig.com.au/home/careers,https://www.aig.com.au/home/careers,Australia insurance portal,Custom / backend unverified,High,VERIFIED,https://www.aig.com.au/home/careers,2026-08-30,,AIG Australia,
CG-6CA0944B2E,Ansvar Insurance,Ansvar Insurance,1,https://www.ansvar.com.au,https://www.ansvar.com.au/submit-your-resume/,https://www.ansvar.com.au/submit-your-resume/,Australia insurance portal,Custom first-party application form,High,VERIFIED,https://www.ansvar.com.au/submit-your-resume/,2026-08-30,,Ansvar Insurance,
CG-84E5C09C13,Aon Reinsurance Australia,Aon Reinsurance Australia,1,https://www.aon.com,https://www.aon.com/careers/,https://www.aon.com/careers/,Parent-consolidated global insurance roles,Aon Careers,High,VERIFIED,https://www.aon.com/careers/,2026-08-30,Aon,Aon,
CG-0BF55251E9,Arch Lenders Mortgage Indemnity,Arch Lenders Mortgage Indemnity,1,https://mortgage.archgroup.com/australia-lmi/,https://mortgage.archgroup.com/careers/,https://www.archgroup.com/careers/,Parent-consolidated global insurance roles,Arch Careers,Verified,VERIFIED,https://www.archgroup.com/careers/,2026-08-30,Arch Capital Group,Arch Capital Group,Arch LMI Australia is part of Arch Capital Group; global Arch careers covers the affiliate.
CG-A2842513B8,Assetinsure,Assetinsure,1,https://www.assetinsure.com.au,https://www.assetinsure.com.au/careers/,https://www.assetinsure.com.au/careers/,Australia insurance portal,Custom / backend unverified,High,VERIFIED,https://www.assetinsure.com.au/careers/,2026-08-30,,Assetinsure,
CG-A1C2198282,Auto & General Insurance Company,Auto & General Insurance Company,1,https://www.autogeneral.com.au,https://careers.autogeneral.com.au/,https://careers.autogeneral.com.au/,Australia insurance portal,Custom / branded careers portal,High,VERIFIED,https://careers.autogeneral.com.au/,2026-08-30,,Auto & General Insurance Company,
CG-F97D501626,Avant Insurance,Avant Insurance,1,https://avant.org.au,https://avant.org.au/careers-at-avant,https://avant.org.au/careers-at-avant,Parent-consolidated Australia insurance roles,Custom / backend unverified,High,VERIFIED,https://avant.org.au/careers-at-avant,2026-08-30,Avant Mutual,Avant Mutual,
CG-7049599C9C,FM Insurance Australia,FM Insurance Australia,1,https://www.fm.com,https://careers.fm.com/careers-home,https://careers.fm.com/careers-home,Parent-consolidated global insurance roles,Custom / branded global jobs portal,Verified,VERIFIED,https://careers.fm.com/careers-home,2026-08-30,FM,FM,
CG-5897B8145B,Guild Insurance,Guild Insurance,1,https://www.guildinsurance.com.au,https://careers.guildgroup.com.au/en/listing/,https://careers.pageuppeople.com/939/cw/en/job/,Australia insurance portal,PageUp,Verified,VERIFIED,https://careers.pageuppeople.com/939/cw/en/job/,2026-08-30,,Guild Insurance,
CG-1E5539789A,HDI Global Specialty Australia,HDI Global Specialty Australia,1,https://www.hdi.global,https://careers.hdi.group/en/your_career_opportunities/job_board,https://careers.hdi.group/en/your_career_opportunities/job_board,Parent-consolidated global insurance roles,HDI Group careers,Verified,VERIFIED,https://careers.hdi.group/en/your_career_opportunities/job_board,2026-08-30,HDI Group / Talanx,HDI Group,
CG-D1AF425BDC,Hollard Insurance Company,Hollard Insurance Company,1,https://www.hollard.com.au,https://www.hollard.com.au/about-hollard/careers-at-hollard,https://www.hollard.com.au/about-hollard/careers-at-hollard,Australia insurance portal,Custom / backend unverified,High,VERIFIED,https://www.hollard.com.au/about-hollard/careers-at-hollard,2026-08-30,,Hollard Insurance Company,
CG-D039D57C61,IAG New Zealand,IAG New Zealand,2,https://www.iag.co.nz,https://careers.iag.com.au/global/en/,https://careers.iag.com.au/global/en/search-results,Shared IAG Australia/New Zealand portal,IAG branded careers portal,Verified,VERIFIED,https://careers.iag.com.au/global/en/search-results,2026-08-30,IAG,IAG,
CG-6D9D8AC43C,Insurance Australia,Insurance Australia,1,https://www.iag.com.au,https://careers.iag.com.au/global/en/,https://careers.iag.com.au/global/en/search-results,Parent-consolidated Australia insurance roles,IAG branded careers portal,Verified,VERIFIED,https://careers.iag.com.au/global/en/search-results,2026-08-30,IAG,IAG,
CG-42B2AFE8DC,Liberty Specialty Markets Australia,Liberty Specialty Markets Australia,1,https://www.libertyspecialtymarkets.com/location-and-offices/australia,https://www.libertyspecialtymarkets.com/gb-en/careers/working-for-us,https://www.libertyspecialtymarkets.com/gb-en/careers/current-opportunities/how-to-apply,Parent-consolidated global specialty-insurance roles,Liberty recruitment portal,High,VERIFIED,https://www.libertyspecialtymarkets.com/gb-en/careers/current-opportunities/how-to-apply,2026-08-30,Liberty Mutual Insurance Group,Liberty Specialty Markets,
CG-5870E15801,Pacific International Insurance,Pacific International Insurance,1,https://pacificins.com.au,https://www.pd.com.au/careers/,https://www.pd.com.au/careers/,Australia insurance group / brand careers,Custom / backend unverified,High,VERIFIED,https://www.pd.com.au/careers/,2026-08-30,,Pacific International Insurance,PD Insurance careers page states PD is a brand of Pacific International Insurance and exposes group hiring opportunities.
CG-6FCFB12518,Uber,Uber,1,https://www.uber.com,https://jobs.uber.com/,https://jobs.uber.com/,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://jobs.uber.com/,2026-08-30,,Uber,
CG-64A0FAF175,Adobe,Adobe,1,https://www.adobe.com,https://careers.adobe.com/us/en,https://careers.adobe.com/us/en/search-results,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://careers.adobe.com/us/en/search-results,2026-08-30,,Adobe,
CG-FD0896BD64,DoorDash,DoorDash,1,https://www.doordash.com,https://careersatdoordash.com/,https://careersatdoordash.com/,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://careersatdoordash.com/,2026-08-30,,DoorDash,
CG-E1C196713D,Coinbase,Coinbase,1,https://www.coinbase.com,https://www.coinbase.com/careers,https://www.coinbase.com/careers/positions,Global tech portal,Custom first-party job board,Verified,VERIFIED,https://www.coinbase.com/careers/positions,2026-08-30,,Coinbase,
CG-643256E66B,Dell Technologies,Dell Technologies,1,https://www.dell.com,https://jobs.dell.com/,https://jobs.dell.com/en/search-jobs,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://jobs.dell.com/en/search-jobs,2026-08-30,,Dell Technologies,
CG-C4BB13BF5B,Advanced Micro Devices,Advanced Micro Devices,1,https://www.amd.com,https://careers.amd.com/,https://careers.amd.com/,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://careers.amd.com/,2026-08-30,,Advanced Micro Devices,
CG-0794FE834D,American Express,American Express,1,https://www.americanexpress.com,https://www.americanexpress.com/en-us/careers/,https://www.americanexpress.com/en-us/careers/,Global financial-services portal,Custom / branded jobs portal,Verified,VERIFIED,https://www.americanexpress.com/en-us/careers/,2026-08-30,,American Express,
CG-69026CD539,Autodesk,Autodesk,1,https://www.autodesk.com,https://www.autodesk.com/careers/overview,https://www.autodesk.com/careers/overview,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://www.autodesk.com/careers/overview,2026-08-30,,Autodesk,
CG-2BB8530511,Intuit,Intuit,1,https://www.intuit.com,https://jobs.intuit.com/,https://jobs.intuit.com/search-jobs,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://jobs.intuit.com/search-jobs,2026-08-30,,Intuit,
CG-187C214B5C,Applied Materials,Applied Materials,1,https://www.appliedmaterials.com,https://www.appliedmaterials.com/us/en/careers.html,https://jobs.appliedmaterials.com/en/search-jobs,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://jobs.appliedmaterials.com/en/search-jobs,2026-08-30,,Applied Materials,
CG-B0D2B650FD,AT&T,AT&T,1,https://www.att.com,https://www.att.jobs/,https://www.att.jobs/search-jobs,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://www.att.jobs/search-jobs,2026-08-30,,AT&T,
CG-6CA2F5414A,Verizon,Verizon,1,https://www.verizon.com,https://mycareer.verizon.com/,https://mycareer.verizon.com/,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://mycareer.verizon.com/,2026-08-30,,Verizon,
CG-134E10991C,Workday,Workday,1,https://www.workday.com,https://www.workday.com/en-us/company/careers/overview.html,https://workday.wd5.myworkdayjobs.com/Workday,Global software portal,Workday Recruiting,High,VERIFIED,https://workday.wd5.myworkdayjobs.com/Workday,2026-08-30,,Workday,
CG-1C08E12FCC,Hewlett Packard Enterprise,Hewlett Packard Enterprise,1,https://www.hpe.com,https://careers.hpe.com/,https://careers.hpe.com/us/en/search-results,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://careers.hpe.com/us/en/search-results,2026-08-30,,Hewlett Packard Enterprise,
CG-012C8DAC2B,Northern Trust,Northern Trust,1,https://www.northerntrust.com,https://www.northerntrust.com/united-states/about-us/careers,https://ntrs.wd1.myworkdayjobs.com/northerntrust,Global financial-services portal,Workday,Verified,VERIFIED,https://ntrs.wd1.myworkdayjobs.com/northerntrust,2026-08-30,,Northern Trust,
CG-534AFF02CA,State Street,State Street,1,https://www.statestreet.com,https://careers.statestreet.com/global/en/,https://careers.statestreet.com/global/en/search-results,Global financial-services portal,Custom / branded jobs portal,Verified,VERIFIED,https://careers.statestreet.com/global/en/search-results,2026-08-30,,State Street,
CG-77BC8E7456,Qualcomm,Qualcomm,1,https://www.qualcomm.com,https://www.qualcomm.com/company/careers,https://www.qualcomm.com/company/careers,Global tech portal,Custom / backend unverified,Verified,VERIFIED,https://www.qualcomm.com/company/careers,2026-08-30,,Qualcomm,
CG-1F09F61ED6,Palantir Technologies,Palantir Technologies,1,https://www.palantir.com,https://www.palantir.com/careers/,https://www.palantir.com/careers/,Global tech portal,Custom / backend unverified,High,VERIFIED,https://www.palantir.com/careers/,2026-08-30,,Palantir Technologies,
CG-F204FCDC94,General Motors,General Motors,1,https://www.gm.com,https://search-careers.gm.com/en/,https://search-careers.gm.com/en/jobs/,Global industrial portal,Custom / branded jobs portal,Verified,VERIFIED,https://search-careers.gm.com/en/jobs/,2026-08-30,,General Motors,
CG-078192A344,Texas Instruments,Texas Instruments,1,https://www.ti.com,https://careers.ti.com/,https://edbz.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/jobs,Global tech portal,Oracle Recruiting Cloud,Verified,VERIFIED,https://edbz.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/jobs,2026-08-30,,Texas Instruments,
CG-2B44A3EB35,BlackRock,BlackRock,1,https://www.blackrock.com,https://careers.blackrock.com/,https://careers.blackrock.com/en/search-jobs,Global financial-services portal,Custom / branded jobs portal,Verified,VERIFIED,https://careers.blackrock.com/en/search-jobs,2026-08-30,,BlackRock,
CG-0A9081D5FC,BNY Mellon,BNY Mellon,1,https://www.bny.com,https://www.bny.com/corporate/global/en/about-us/careers/work-with-us.html,https://www.bny.com/corporate/global/en/about-us/careers/work-with-us.html,Global financial-services portal,Custom / backend unverified,Verified,VERIFIED,https://www.bny.com/corporate/global/en/about-us/careers/work-with-us.html,2026-08-30,,BNY,Current corporate brand is BNY; early-career page explicitly covers global internships and analyst programs.
CG-6081F87907,Broadcom,Broadcom,1,https://www.broadcom.com,https://www.broadcom.com/company/careers,https://www.broadcom.com/company/careers,Global tech portal,Custom / backend unverified,Verified,VERIFIED,https://www.broadcom.com/company/careers,2026-08-30,,Broadcom,
CG-05F5439F98,NVIDIA,NVIDIA,1,https://www.nvidia.com,https://www.nvidia.com/en-us/about-nvidia/careers/,https://www.nvidia.com/en-us/about-nvidia/careers/,Global tech portal,Custom / branded jobs portal,Verified,VERIFIED,https://www.nvidia.com/en-us/about-nvidia/careers/,2026-08-30,,NVIDIA,
