Record ID,Employer,Canonical Employer,Parent Group,Corporate Cluster ID,Canonical Name Occurrences,Duplicate Review Flag,Entity Class,Career Scan Eligible,Sector,Discovery Geography,Org Type,Corporate Website,Website Status,Careers URL,Career Scan Status,Discovery Source,Source URL,Notes,Freeze Version,Freeze Status,Resolved Corporate Website,Resolved Careers Landing URL,Resolved Jobs Search URL,Portal Scope,ATS Family,ATS Confidence,Portal Resolution Status,Portal Verification URL,Portal Verified Date,Resolution Parent Override,Resolution Wave
EMP-01305,"Intel of Canada, Ltd.",Intel of Canada,,CG-ED877D3E99,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01306,ISARA Corporation,ISARA,,CG-7A4AF22885,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01307,IT Weapons,IT Weapons,,CG-6C4B89C035,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01308,Leidos Innovations Canada,Leidos Innovations Canada,,CG-1E40CF4359,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01309,McKesson Information Solutions Canada Ltd.,McKesson Information Solutions Canada,,CG-C45DE60F0F,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01310,Microsoft Canada Co.,Microsoft Canada,Microsoft,CG-64814A3B7F,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.microsoft.com,https://careers.microsoft.com/,https://jobs.careers.microsoft.com/global/en/search,Global portal,Custom Microsoft Careers,Verified,VERIFIED_WAVE_1,https://careers.microsoft.com/v2/global/en/home.html,2026-08-30,,W1
EMP-01311,Moneris Solutions,Moneris Solutions,,CG-7E6DDA77DF,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01312,NetScout Systems Inc.,NetScout Systems,,CG-3550920A0B,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01313,NetSweeper,NetSweeper,,CG-A20E284DDE,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01314,Oracle Corporation Canada Inc.,Oracle Canada,Oracle,CG-431364B645,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.oracle.com,https://www.oracle.com/careers/,https://www.oracle.com/careers/,Global portal,Oracle-branded / backend not asserted,High,VERIFIED_WAVE_1,https://www.oracle.com/careers/,2026-08-30,,W1
EMP-01315,PCL Constructors,PCL Constructors,,CG-58282B6DBA,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01316,PricewaterhouseCoopers LLP,PricewaterhouseCoopers LLP,PwC,CG-C3A0759193,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.pwc.com,https://www.pwc.com/gx/en/careers.html,https://jobs-it.pwc.com/it/en/,Federated by member firm/country,Phenom (verified on Italy portal),High,VERIFIED_WAVE_1,https://jobs-it.pwc.com/it/en/,2026-08-30,,W1
EMP-01317,RBC,RBC,,CG-75B7BD89C7,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01318,Red Hat Canada Limited,Red Hat Canada,,CG-9A326B8623,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01319,Salesforce.com,Salesforce.com,,CG-4069E58398,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01320,Samsung Canada,Samsung Canada,,CG-389E8B5CDD,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01321,SAS Canada,Canada,,CG-AB65D8B961,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01322,Scotiabank Group,Scotiabank Group,,CG-D9BFC14ED4,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.scotiabank.com,https://www.scotiabank.com/careers/en/careers.html,https://jobs.scotiabank.com/,Global bank portal,SAP SuccessFactors Recruiting Marketing-style,High,VERIFIED_WAVE_3,https://jobs.scotiabank.com/,2026-08-30,,W3
EMP-01323,SecureKey Technologies,SecureKey Technologies,,CG-44F86347BF,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01324,Security Compass,Security Compass,,CG-B6BCBB98A5,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01325,Softchoice LP,Softchoice LP,,CG-5BB4F663C9,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01326,Solace Inc.,Solace,,CG-415209E80F,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01327,SOTI Inc.,SOTI,,CG-47B96C9C3C,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01328,TELUS,TELUS,,CG-597E4BA4AE,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.telus.com,https://www.telus.com/en/about/careers,https://www.telus.com/en/about/careers,Global telecom portal,Custom / backend unverified,High,VERIFIED_WAVE_3,https://www.telus.com/en/about/careers,2026-08-30,,W3
EMP-01329,VMWare,VMWare,,CG-273798B0E5,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01330,Wipro Technologies,Wipro Technologies,Wipro,CG-0FFB1A8D79,1,,Employer Candidate,Yes,Technology / IT services / telecom,Canada,Company,,Pending resolution,,Not started,TECHNATION members,https://technationcanada.ca/en/membership/our-members/,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.wipro.com,https://careers.wipro.com/,https://careers.wipro.com/viewalljobs/,Global portal,SAP SuccessFactors Recruiting Marketing-style,High,VERIFIED_WAVE_2,https://careers.wipro.com/viewalljobs/,2026-08-30,,W2
EMP-01331,CDW Canada,CDW Canada,,CG-005691D446,1,,Employer Candidate,Yes,Technology / IT services / telecom | Defence / security / emerging tech,Canada,Company,,Pending resolution,,Not started,TECHNATION members | CADSI member directory,https://technationcanada.ca/en/membership/our-members/ | https://www.defenceandsecurity.ca/en/membership/members-list?40cab214_page=4,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01332,Cisco Systems Canada,Cisco Systems Canada,Cisco,CG-7AF78C911D,1,,Employer Candidate,Yes,Technology / IT services / telecom | Defence / security / emerging tech,Canada,Company,,Pending resolution,,Not started,TECHNATION members | CADSI member directory,https://technationcanada.ca/en/membership/our-members/ | https://www.defenceandsecurity.ca/en/membership/members-list?40cab214_page=4,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.cisco.com,https://www.cisco.com/c/en/us/about/careers.html,https://jobs.cisco.com/jobs/SearchJobs/,Global portal,Oracle Taleo / Taleo-style,High,VERIFIED_WAVE_1,https://jobs.cisco.com/jobs/SearchJobs/,2026-08-30,,W1
EMP-01333,Export Development Canada,Export Development Canada,,CG-577AAF8383,1,,Employer Candidate,Yes,Technology / IT services / telecom | Defence / security / emerging tech,Canada,Company,,Pending resolution,,Not started,TECHNATION members | CADSI member directory,https://technationcanada.ca/en/membership/our-members/ | https://www.defenceandsecurity.ca/en/membership/members-list?40cab214_page=6,,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01334,Bell Canada,Bell Canada,,CG-23FF8A090E,1,,Employer Candidate,Yes,Technology / IT services / telecom | Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,TECHNATION members | Canadian Telecommunications Association current members 2026,https://technationcanada.ca/en/membership/our-members/ | https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01335,Ericsson Canada Inc.,Ericsson Canada,,CG-86CBA16568,1,,Employer Candidate,Yes,Technology / IT services / telecom | Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,TECHNATION members | Canadian Telecommunications Association current members 2026,https://technationcanada.ca/en/membership/our-members/ | https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.ericsson.com,https://www.ericsson.com/en/careers,https://jobs.ericsson.com/careers,Global telecom-tech portal,Custom / backend unverified,High,VERIFIED_WAVE_3,https://www.ericsson.com/en/careers/global-locations,2026-08-30,,W3
EMP-01336,Rogers Communications Inc.,Rogers Communications,,CG-496157DDB4,1,,Employer Candidate,Yes,Technology / IT services / telecom | Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,TECHNATION members | Canadian Telecommunications Association current members 2026,https://technationcanada.ca/en/membership/our-members/ | https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,https://www.rogers.com,https://jobs.rogers.com/,https://jobs.rogers.com/,Canada group portal,SAP SuccessFactors Recruiting Marketing-style,High,VERIFIED_WAVE_3,https://jobs.rogers.com/,2026-08-30,,W3
EMP-01337,360 Engineering,360 Engineering,,CG-2A3DBCF085,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01338,4Telecom,4Telecom,,CG-9F5C7DC71E,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01339,Accurate Fasteners Ltd.,Accurate Fasteners,,CG-422288639E,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01340,Aecon Utilities,Aecon Utilities,,CG-814B35ABFA,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01341,Aegis Mobile,Aegis Mobile,,CG-70F1D4C2CA,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01342,Aerial Tech Communications,Aerial Tech Communications,,CG-9B36EE8F39,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01343,Alliance Corporation,Alliance,,CG-B73730CF34,1,,Ecosystem / Association,Secondary,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01344,Almvoy,Almvoy,,CG-0BD8A937BD,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01345,Arno Telecommunications,Arno Telecommunications,,CG-81991626E1,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01346,ATCO Natural Gas,ATCO Natural Gas,,CG-AA5117F651,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01347,Attentive Mobile,Attentive Mobile,,CG-995BAAF954,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01348,Aurora Towers,Aurora Towers,,CG-A431DBA6E1,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01349,Axnor Consultants,Axnor Consultants,,CG-56AAEAE568,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01350,Bandwidth,Bandwidth,,CG-4D86429F16,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01351,Beanfield Technologies,Beanfield Technologies,,CG-9183195176,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01352,Braze Canada,Braze Canada,,CG-1EAB5C12DA,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01353,CallFire,CallFire,,CG-9725AF2365,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01354,Canadian Network Installations,Canadian Network Installations,,CG-20343A26FA,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01355,CBC / Radio-Canada,CBC,,CG-41DB5F5926,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01356,Cogeco,Cogeco,,CG-FF8CE6B2CB,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01357,Comtech Canada,Comtech Canada,,CG-C3AABBE9DF,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01358,Core One Consulting,Core One Consulting,,CG-B7AF71E0D6,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01359,Custom Riggers,Custom Riggers,,CG-757C1D81CD,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01360,Deuer Development,Deuer Development,,CG-1BE0E41B48,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01361,DR Lemire,DR Lemire,,CG-018A75A1FD,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01362,DTowers Service,DTowers Service,,CG-80D63102D1,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01363,Eastlink,Eastlink,,CG-73DCF46735,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01364,Erivan Gecom,Erivan Gecom,,CG-E1A0BC61E3,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01365,eSystem Training Solutions,eSystem Training Solutions,,CG-74FD8B4F54,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01366,Eureka Telecom,Eureka Telecom,,CG-9D0B183038,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01367,Evolucom,Evolucom,,CG-6653B849E3,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01368,Excel-Group,Excel-Group,,CG-157667F607,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01369,Folio Median,Folio Median,,CG-DE4880E5BE,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01370,Galtronics Canada,Galtronics Canada,,CG-8CF495C848,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01371,Gestion BDCL,Gestion BDCL,,CG-EB5EEFD60A,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
EMP-01372,GME Supply Canada,GME Supply Canada,,CG-2E861E04F8,1,,Employer Candidate,Yes,Telecom / networking / communications infrastructure,Canada,Company,,Pending resolution,,Not started,Canadian Telecommunications Association current members 2026,https://canadatelecoms.ca/about-us/members/,Current static public member/associate roster of Canada's telecom network ecosystem.,v1.0,FROZEN_WITH_KNOWN_RESIDUALS,,,,,,,NOT_STARTED,,,,
